UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temperature_difference [K],Power [W],Wear_Torque_Interaction,Air temperature [K]_rolling_mean_3,Air temperature [K]_rolling_std_3,Process temperature [K]_rolling_mean_3,Process temperature [K]_rolling_std_3,Rotational speed [rpm]_rolling_mean_3,Rotational speed [rpm]_rolling_std_3,Torque [Nm]_rolling_mean_3,Torque [Nm]_rolling_std_3,Air temperature [K]_rolling_mean_5,Air temperature [K]_rolling_std_5,Process temperature [K]_rolling_mean_5,Process temperature [K]_rolling_std_5,Rotational speed [rpm]_rolling_mean_5,Rotational speed [rpm]_rolling_std_5,Torque [Nm]_rolling_mean_5,Torque [Nm]_rolling_std_5,Type_Ordinal
76,L47255,L,298.8,308.9,1379,46.7,204,0,0,0,0,0,0,10.099999999999966,6743.878925877506,9526.800000000001,298.90000000000003,0.10000000000036856,309.0,0.10000000000013406,1524.0,125.65428763078614,38.00000000000001,7.654410493303868,298.9,0.0707106781190533,309.0400000000001,0.08944271909993293,1478.6,112.34010859884367,40.78,6.628499075959774,1
77,L47256,L,298.8,308.9,1461,47.9,206,0,0,0,0,0,0,10.099999999999966,7328.487430808517,9867.4,298.8333333333333,0.05773502691936135,308.93333333333334,0.05773502691897573,1480.3333333333333,112.25566058481714,42.300000000000004,8.681013765684316,298.88,0.08366600265379058,309.0,0.09999999999980819,1480.4,111.87850553167034,41.260000000000005,7.124113979997764,1
78,L47257,L,298.8,308.9,1455,41.3,208,1,1,0,0,0,0,10.099999999999966,6292.767164773034,8590.4,298.8,0.0,308.9,0.0,1431.6666666666667,45.709225910462095,45.300000000000004,3.515679166249492,298.86,0.08944271910039969,308.96000000000004,0.0894427190996088,1497.6,95.9468602925598,40.64,6.914332939626178,1
79,L47258,L,298.8,308.9,1398,51.5,0,0,0,0,0,0,0,10.099999999999966,7539.508209350144,0.0,298.8,0.0,308.9,0.0,1438.0,34.770677301432066,46.900000000000006,5.1730068625511025,298.82000000000005,0.0447213595510087,308.91999999999996,0.044721359548868446,1458.8,87.04136947452048,43.94,7.4651188871979555,1
80,L47259,L,298.8,308.9,1402,37.9,2,0,0,0,0,0,0,10.099999999999966,5564.367964087218,75.8,298.8,0.0,308.9,0.0,1418.3333333333333,31.8171861316122,43.56666666666666,7.077664398184898,298.8,0.0,308.9,0.0,1419.0,36.70830968595507,45.059999999999995,5.422914345626311,1
81,H29494,H,298.8,308.8,1445,49.9,4,0,0,0,0,0,0,10.0,7550.870302780628,199.6,298.8,0.0,308.8666666666666,0.05773502691879522,1415.0,26.05762844159691,46.43333333333334,7.433258594542108,298.8,0.0,308.88,0.04472135954845853,1432.2,29.97832550360314,45.7,5.83780780773054,3
82,L47261,L,298.9,308.9,1450,47.5,9,0,0,0,0,0,0,10.0,7212.573133866566,427.5,298.8333333333333,0.05773502691936135,308.8666666666666,0.05773502691879522,1432.3333333333333,26.388128644025795,45.1,6.349803146555074,298.82000000000005,0.0447213595510087,308.88,0.04472135954845853,1430.0,27.649593125396674,45.62,5.802757964968007,1
83,L47262,L,298.9,308.9,1453,40.8,11,0,0,0,0,0,0,10.0,6208.038410905718,448.79999999999995,298.8666666666666,0.05773502691948032,308.8666666666666,0.05773502691879522,1449.3333333333333,4.041451884367351,46.06666666666667,4.716283847833387,298.84000000000003,0.05477225575126412,308.88,0.04472135954845853,1429.6,27.208454568387076,45.519999999999996,5.899321994941423,1
84,L47263,L,299.0,309.0,1469,40.1,13,0,0,0,0,0,0,10.0,6168.716142858287,521.3000000000001,298.93333333333334,0.05773502691977569,308.93333333333334,0.05773502691897573,1457.3333333333333,10.214368964045567,42.800000000000004,4.085339643163182,298.88,0.08366600265380418,308.9,0.07071067811783183,1443.8,25.033976911389544,43.239999999999995,5.1679783281278935,1
85,L47264,L,298.9,308.9,1422,47.6,15,0,0,0,0,0,0,10.0,7088.187008735435,714.0,298.93333333333334,0.05773502691977569,308.93333333333334,0.05773502691897573,1448.0,23.89560629070383,42.833333333333336,4.142865353029711,298.9,0.07071067811906938,308.9,0.07071067811783183,1447.8,16.99117417955525,45.18,4.430237013975621,1
86,M14945,M,299.0,309.0,1804,26.8,17,0,0,0,0,0,0,10.0,5062.906944721215,455.6,298.9666666666667,0.05773502691990286,308.9666666666667,0.05773502691907419,1565.0,208.3098653448759,38.16666666666668,10.533913486132963,298.94,0.05477225575092035,308.93999999999994,0.0547722557498312,1519.6,159.8821440937042,40.559999999999995,8.475435092076369,2
87,H29500,H,299.0,309.0,1436,43.9,20,0,0,0,0,0,0,10.0,6601.575250645399,878.0,298.9666666666667,0.05773502691990286,308.9666666666667,0.05773502691907419,1554.0,216.61948204166754,39.43333333333334,11.096095409347107,298.96,0.054772255750839924,308.96,0.05477225575001541,1516.8,161.51996780584125,39.839999999999996,7.869752219733448,3
88,L47267,L,299.0,309.0,1544,31.8,25,0,0,0,0,0,0,10.0,5141.656200571199,795.0,299.0,0.0,309.0,0.0,1594.6666666666667,189.15954465300888,34.16666666666667,8.792231419459673,298.98,0.0447213595502993,308.97999999999996,0.0447213595496136,1535.0,157.61345120261782,38.040000000000006,8.591449237468584,1
89,M14948,M,299.0,309.0,1419,45.2,27,0,0,0,0,0,0,10.0,6716.599429668835,1220.4,299.0,0.0,309.0,0.0,1466.3333333333333,67.79626341719485,40.300000000000004,7.389857914736967,298.98,0.0447213595502993,308.97999999999996,0.0447213595496136,1525.0,164.29242222330276,39.06,9.179760345455623,2
90,M14949,M,298.9,308.9,1487,39.5,30,0,0,0,0,0,0,10.0,6150.871896585897,1185.0,298.96666666666664,0.05773502691990286,308.96666666666664,0.05773502691907419,1483.3333333333333,62.58061467686039,38.833333333333336,6.724829613702784,298.97999999999996,0.0447213595502993,308.98,0.0447213595496136,1538.0,156.49121381087178,37.44,7.9248343831274815,2
91,L47270,L,298.9,308.9,1753,25.8,33,0,0,0,0,0,0,10.0,4736.2022526989,851.4,298.93333333333334,0.0577350269198044,308.93333333333334,0.05773502691897573,1553.0,176.51062290978507,36.833333333333336,9.971124978322853,298.96,0.054772255750819815,308.96,0.05477225575001541,1527.8,135.0062961494759,37.24,8.265772801135991,1
92,L47271,L,298.9,308.9,1830,24.9,35,0,0,0,0,0,0,10.0,4771.765081537536,871.5,298.9,0.0,308.9,0.0,1690.0,179.9694418505551,30.066666666666674,8.181890572070369,298.93999999999994,0.054772255750860026,308.94,0.0547722557498312,1606.6,176.60492631860527,33.44,8.78936857800374,1
93,M14952,M,298.9,308.9,1727,27.1,37,0,0,0,0,0,0,10.0,4901.062563183781,1002.7,298.9,0.0,308.9,0.0,1770.0,53.56304696337148,25.933333333333337,1.106044001536117,298.91999999999996,0.04472135955045103,308.91999999999996,0.044721359548936766,1643.2,179.329863659124,32.5,9.24797275082488,2
94,L47273,L,299.1,309.0,1450,43.0,40,0,0,0,0,0,0,9.899999999999977,6529.2767317107855,1720.0,298.96666666666664,0.11547005383839447,308.93333333333334,0.05773502691897573,1669.0,196.52735178595455,31.66666666666667,9.876402853941,298.93999999999994,0.0894427191002154,308.91999999999996,0.044721359548936766,1649.4,169.9302798208724,32.06,8.516043682367973,1
95,L47274,L,299.0,308.9,1622,31.9,42,0,0,0,0,0,0,9.899999999999977,5418.388625450412,1339.8,299.0,0.10000000000057224,308.93333333333334,0.05773502691897573,1599.6666666666667,139.8439606609226,34.0,8.155366331440947,298.96,0.08944271910020109,308.91999999999996,0.044721359548936766,1676.4,146.83085506799992,30.54,7.47014056092651,1
96,M14955,M,299.0,309.0,1351,52.2,44,0,0,0,0,0,0,10.0,7385.06751449967,2296.8,299.0333333333333,0.0577350269199726,308.96666666666664,0.05773502691907419,1474.3333333333333,137.12889313829405,42.366666666666674,10.164808573373813,298.97999999999996,0.08366600265361947,308.94,0.0547722557498312,1596.0,196.1721183043095,35.82,11.516379639452651,2
97,M14956,M,299.0,309.0,1575,35.3,47,0,0,0,0,0,0,10.0,5822.156585265284,1659.1,299.0,0.0,308.96666666666664,0.05773502691907419,1516.0,144.81367338756493,39.800000000000004,10.872442227944948,299.0,0.07071067811889503,308.96,0.05477225575001541,1545.0,147.15128269913245,37.9,9.872942823697484,2
98,M14957,M,298.9,308.9,1750,29.9,50,0,0,0,0,0,0,10.0,5479.4611866361965,1495.0,298.9666666666667,0.057735026919874144,308.9666666666667,0.05773502691907419,1558.6666666666667,200.00083333159805,39.13333333333333,11.633715370995366,299.0,0.07071067811889503,308.96,0.05477225575001541,1549.6,154.44189846023005,38.46,9.160949732424015,2
99,L47278,L,298.9,308.8,1529,32.7,53,0,0,0,0,0,0,9.900000000000034,5235.809732399286,1733.1000000000001,298.93333333333334,0.05773502691980441,308.90000000000003,0.09999999999992802,1618.0,116.60617479362021,32.63333333333334,2.7006172134039934,298.96,0.054772255750836676,308.91999999999996,0.08366600265282025,1565.4,145.4864254836169,36.4,9.042123644365828,1
100,L47279,L,298.8,308.8,1523,44.4,55,0,0,0,0,0,0,10.0,7081.275504897538,2442.0,298.8666666666667,0.05773502691962391,308.8333333333333,0.057735026918598324,1600.6666666666667,129.36125128234363,35.66666666666667,7.691770494062722,298.91999999999996,0.08366600265362965,308.9,0.09999999999939643,1545.6,142.5650728614832,38.9,9.213305595713173,1
101,L47280,L,298.8,308.9,1852,25.0,57,0,0,0,0,0,0,10.099999999999966,4848.524662040247,1425.0,298.8333333333333,0.05773502691954596,308.8333333333333,0.057735026918598324,1634.6666666666667,188.2400949142707,34.03333333333334,9.768486747359281,298.88,0.08366600265364495,308.88,0.08366600265255995,1645.8,147.5726939511508,33.46,7.20923019468788,1
102,L47281,L,298.8,308.8,1991,20.7,59,0,0,0,0,0,0,10.0,4315.888571575122,1221.3,298.8,0.0,308.8333333333333,0.057735026918598324,1788.6666666666667,240.3421172689748,30.033333333333335,12.626295313089027,298.84000000000003,0.054772255750933974,308.84,0.05477225574886149,1729.0,204.11393876950203,30.54,9.009605984725379,1
103,L47282,L,298.8,308.8,1555,40.6,61,0,0,0,0,0,0,10.0,6611.272299969481,2476.6,298.8,0.0,308.8333333333333,0.057735026918598324,1799.3333333333333,222.72030292125055,28.76666666666667,10.471071260063795,298.82,0.04472135955056304,308.82000000000005,0.044721359547770574,1690.0,217.30163368000717,32.68,10.032297842468566,1
104,M14963,M,298.8,308.8,1441,40.5,63,0,0,0,0,0,0,10.0,6111.497268660905,2551.5,298.8,0.0,308.8,0.0,1662.3333333333333,290.28491750921813,33.93333333333334,11.46051191410462,298.8,0.0,308.82000000000005,0.044721359547770574,1672.4,236.33196990673952,34.239999999999995,10.625111764118037,2
105,L47284,L,298.8,308.7,1450,43.4,66,0,0,0,0,0,0,9.899999999999977,6590.014189680189,2864.4,298.8,0.0,308.76666666666665,0.05773502691841782,1482.0,63.37980750996513,41.5,1.6462077633155852,298.8,0.0,308.8,0.07071067811713747,1657.8,249.74326817754272,34.040000000000006,10.392930289384196,1
106,L47285,L,298.8,308.7,1591,31.1,68,0,0,0,0,0,0,9.899999999999977,5181.543955296278,2114.8,298.8,0.0,308.73333333333335,0.057735026918290654,1494.0,84.12490713219381,38.333333333333336,6.429878174066275,298.8,0.0,308.76000000000005,0.054772255748265386,1605.6,225.0617692990083,35.260000000000005,9.374593324512777,1
107,L47286,L,298.8,308.7,1445,48.5,70,0,0,0,0,0,0,9.899999999999977,7339.022238173556,3395.0,298.8,0.0,308.7,0.0,1495.3333333333333,82.88747392298527,41.00000000000001,8.944830909525374,298.8,0.0,308.73999999999995,0.05477225574809804,1496.4,71.1463280851515,40.82,6.329849919231875,1
108,M14967,M,298.8,308.8,1497,46.8,72,0,0,0,0,0,0,10.0,7336.6241557813155,3369.6,298.8,0.0,308.7333333333333,0.057735026918331676,1511.0,74.00000000000158,42.13333333333334,9.592879303594612,298.8,0.0,308.73999999999995,0.05477225574809804,1484.8,63.52322409953715,42.06,6.8609766068687215,2
109,H29522,H,298.9,308.8,1621,32.7,75,0,0,0,0,0,0,9.900000000000034,5550.848643701271,2452.5,298.8333333333333,0.05773502691950494,308.76666666666665,0.05773502691852859,1521.0,90.42123644365981,42.666666666666664,8.673138609138784,298.82,0.04472135955053444,308.74,0.05477225574809804,1520.8,81.07527366589656,40.5,8.082388260904057,3
110,L47289,L,298.9,308.7,1572,34.1,80,0,0,0,0,0,0,9.800000000000011,5613.523417140386,2728.0,298.8666666666667,0.05773502691952545,308.76666666666665,0.05773502691852859,1563.3333333333333,62.45264872952601,37.866666666666674,7.768097150096271,298.84,0.054772255750876894,308.73999999999995,0.05477225574809804,1545.2,72.32703505605646,38.64,8.314926337617164,1
111,L47290,L,298.8,308.6,1872,22.5,82,0,0,0,0,0,0,9.800000000000011,4410.79608564007,1845.0,298.8666666666666,0.05773502691952545,308.7,0.09999999999949932,1688.3333333333333,160.93580500725616,29.76666666666667,6.3319296690135385,298.84000000000003,0.054772255750876894,308.72,0.08366600265170517,1601.4,165.705461587722,36.92,10.786658426037206,1
112,H29525,H,298.7,308.6,1499,43.5,84,0,0,0,0,0,0,9.900000000000034,6828.408712210094,3654.0,298.8,0.10000000000028329,308.6333333333333,0.057735026917658895,1647.6666666666667,197.6773465355441,33.366666666666674,10.519188815366604,298.82,0.08366600265369845,308.7,0.09999999999848196,1612.2,154.33308135328605,35.92,9.61259590329269,3
113,M14972,M,298.8,308.7,1498,39.5,89,0,0,0,0,0,0,9.899999999999977,6196.3726301853885,3515.5,298.76666666666665,0.057735026919439304,308.6333333333334,0.057735026917658895,1623.0,215.64090521049167,35.16666666666668,11.150485789118513,298.82,0.08366600265369845,308.67999999999995,0.08366600265148225,1612.4,154.1470077555838,34.46,7.959145682797829,2
114,M14973,M,298.8,308.6,1486,41.9,92,0,0,0,0,0,0,9.800000000000011,6520.208000917423,3854.7999999999997,298.7666666666667,0.057735026919439304,308.6333333333334,0.057735026917658895,1494.3333333333333,7.234178138087803,41.63333333333334,2.013289182739008,298.8,0.07071067811906084,308.64,0.05477225574725548,1585.4,163.78583577342704,36.3,8.495881355103746,2
115,L47294,L,298.8,308.6,1680,29.4,95,0,0,0,0,0,0,9.800000000000011,5172.318144870235,2793.0,298.8,0.0,308.6333333333334,0.057735026917658895,1554.6666666666667,108.70755876816285,36.93333333333334,6.6335008354061396,298.78,0.044721359550720326,308.62,0.044721359545803606,1607.0,168.62680688431485,35.36,9.04256600750027,1
116,L47295,L,298.8,308.6,1431,45.7,97,0,0,0,0,0,0,9.800000000000011,6848.326409633854,4432.900000000001,298.8,0.0,308.6,0.0,1532.3333333333333,130.80647282659055,39.0,8.52818855326268,298.78000000000003,0.044721359550720326,308.62,0.044721359545803606,1518.8,94.33292108272707,40.0,6.343500610861468,1
117,L47296,L,298.9,308.7,1564,34.1,99,0,0,0,0,0,0,9.800000000000011,5584.955867943743,3375.9,298.8333333333333,0.057735026919455715,308.6333333333334,0.057735026917658895,1558.3333333333333,124.59668267387208,36.400000000000006,8.389874850079748,298.82000000000005,0.04472135955053602,308.64,0.05477225574725548,1531.8,95.39496842077162,38.120000000000005,6.439099315898121,1
118,L47297,L,298.8,308.6,1599,33.0,101,0,0,0,0,0,0,9.800000000000011,5525.747318399087,3333.0,298.8333333333333,0.057735026919455715,308.6333333333333,0.057735026917658895,1531.3333333333333,88.63595959504006,37.6,7.036334272900956,298.82,0.04472135955053602,308.62,0.044721359545803606,1552.0,97.1262065562123,36.82000000000001,6.7399554894672375,1
119,M14978,M,298.8,308.6,1707,28.1,103,0,0,0,0,0,0,9.800000000000011,5023.0610778981845,2894.3,298.8333333333333,0.057735026919455715,308.6333333333333,0.057735026917658895,1623.3333333333333,74.54081655934274,31.733333333333338,3.1942656954821254,298.82,0.04472135955053602,308.62,0.044721359545803606,1596.2,109.12699024531014,34.06,6.961537186570173,2
120,L47299,L,298.7,308.5,1467,40.7,106,0,0,0,0,0,0,9.800000000000011,6252.491946954015,4314.200000000001,298.76666666666665,0.057735026919439304,308.56666666666666,0.05773502691728148,1591.0,120.19983361053481,33.93333333333334,6.351640208114275,298.8,0.07071067811906535,308.6,0.07071067811587285,1553.6,109.80801427946875,36.32,6.904491291905547,1
121,L47300,L,298.9,308.7,1433,44.7,108,0,0,0,0,0,0,9.800000000000011,6707.834386165318,4827.6,298.8,0.1000000000002525,308.59999999999997,0.09999999999915116,1535.6666666666667,149.3497014839119,37.83333333333334,8.663332692061065,298.82,0.08366600265369548,308.62,0.08366600265117057,1554.0,109.25200226998139,36.120000000000005,6.571301241002386,1
122,L47301,L,298.9,308.7,1558,41.2,110,0,0,0,0,0,0,9.800000000000011,6721.919193228913,4532.0,298.8333333333333,0.11547005383813808,308.6333333333333,0.11547005383731146,1486.0,64.62971452822818,42.20000000000001,2.1794494717705164,298.82,0.08366600265369548,308.62,0.08366600265117057,1552.8,109.14760647856653,37.54,6.789182572298347,1
123,L47302,L,299.0,308.8,1310,50.7,112,0,0,0,0,0,0,9.800000000000011,6955.171975782443,5678.400000000001,298.93333333333334,0.057735026919406476,308.73333333333335,0.05773502691846705,1433.6666666666667,124.00134407873816,45.53333333333334,4.804511768466617,298.86,0.11401754251004792,308.65999999999997,0.11401754250846032,1495.0,148.12663501207342,41.08,8.280821215314326,1
124,L47303,L,298.9,308.7,1546,43.4,114,0,0,0,0,0,0,9.800000000000011,7026.31857741074,4947.599999999999,298.93333333333334,0.057735026919406476,308.7333333333333,0.05773502691846705,1471.3333333333333,139.84753602882537,45.1,4.9729267036626315,298.88,0.10954451150113215,308.67999999999995,0.10954451149962371,1462.8,100.29805581365981,44.14,4.011608156338303,1
125,L47304,L,298.9,308.7,1727,29.4,116,0,0,0,0,0,0,9.800000000000011,5317.019902494581,3410.3999999999996,298.93333333333334,0.057735026919406476,308.73333333333335,0.05773502691846705,1527.6666666666667,209.103642563523,41.166666666666664,10.824201279232298,298.91999999999996,0.04472135955005143,308.72,0.044721359547040526,1514.8,155.32449903347515,41.88,7.814537734248896,1
126,L47305,L,298.9,308.6,1560,32.2,118,0,0,0,0,0,0,9.700000000000045,5260.28273917075,3799.6000000000004,298.9,0.0,308.6666666666667,0.05773502691797477,1611.0,100.70253224224427,35.00000000000001,7.408103670980893,298.91999999999996,0.04472135955005143,308.7,0.07071067811662701,1540.2,148.85294756906907,39.38,8.642453355384667,1
127,L47306,L,299.0,308.6,1329,60.5,120,0,0,0,0,0,0,9.600000000000023,8419.939550518684,7260.0,298.93333333333334,0.057735026919406476,308.6333333333334,0.057735026917757344,1538.6666666666667,199.8557813357762,40.70000000000001,17.204359912533818,298.94,0.054772255750490294,308.68,0.08366600265156675,1494.4,174.9494212622609,43.24,12.913287730086399,1
128,L47307,L,298.9,308.6,1413,46.5,122,0,0,0,0,0,0,9.700000000000045,6880.559150259685,5673.0,298.93333333333334,0.057735026919406476,308.6,0.0,1434.0,116.92305161943162,46.400000000000006,14.150265015186134,298.91999999999996,0.04472135955005143,308.64,0.054772255747344366,1515.0,152.42211125686464,42.4,12.43442801257862,1
129,L47308,L,299.0,308.6,1587,38.6,124,0,0,0,0,0,0,9.600000000000023,6414.9437030711415,4786.400000000001,298.9666666666667,0.057735026919377756,308.6,0.0,1443.0,131.59027319676886,48.53333333333334,11.090686783663761,298.93999999999994,0.054772255750490294,308.62,0.04472135954591247,1523.2,155.57699058665463,41.440000000000005,12.522899025385447,1
130,L47309,L,298.9,308.5,1559,34.3,126,0,0,0,0,0,0,9.600000000000023,5599.75276934215,4321.799999999999,298.93333333333334,0.057735026919406476,308.56666666666666,0.05773502691737993,1519.6666666666667,93.4309013835016,39.800000000000004,6.187891401762047,298.94,0.054772255750490294,308.58000000000004,0.04472135954553116,1489.6,112.82641534676189,42.42,11.494650929889078,1
131,L47310,L,298.8,308.4,1473,41.1,128,0,0,0,0,0,0,9.599999999999966,6339.765390870739,5260.8,298.9,0.10000000000026434,308.5,0.09999999999883141,1539.6666666666667,59.408192476573454,38.0,3.439476704384064,298.91999999999996,0.08366600265343772,308.54,0.08944271909755884,1472.2,105.74119348673925,44.2,10.123734488813898,1
132,L47311,L,298.8,308.4,1737,27.7,130,0,0,0,0,0,0,9.599999999999966,5038.580545606918,3601.0,298.8333333333333,0.05773502691945981,308.43333333333334,0.0577350269164405,1589.6666666666667,134.6452128125378,34.36666666666667,6.700248751601243,298.88,0.08366600265353623,308.5,0.09999999999763359,1553.8,123.53622950373719,37.64,7.094927765664669,1
